id,predict1_0.05349,predict2_0.05349,formation_energy_ev_natom,bandgap_energy_ev
2081,0.22567983872529895,1.1311075740281127,0.21567573646668878,1.1336254445051157
1572,0.0967247975762775,1.0907364679803404,0.1176052420742634,1.078681653179231
1392,0.1709599964493643,0.9847814330161495,0.17822986389069825,0.9793030890156798
2245,0.1270412764796238,1.1802145932103107,0.09739890598713272,1.2092289664716396
2209,0.34896047974033617,1.0617893855098723,0.34500713907105035,1.200205717756692
280,0.2117830178789644,0.9392299132273698,0.19169416304061945,1.1865010584138962
1914,0.17086841459341007,1.3727098829902475,0.16779996027493416,1.3877932372436266
1141,0.10785038125235927,0.9739716803501335,0.12768936114088944,0.9665274683008667
1650,0.23346662907971452,1.3734088364406802,0.21809080767755828,1.396393195797305
1696,0.14059428127259552,0.7169242542974426,0.13540463700620295,0.649247538269927
1669,0.19892909598882824,1.2032323647599639,0.17008027037160073,1.2219502375565887
2186,0.03292626200125684,1.740929251787916,0.025375306331228243,1.770757122556297
539,0.3466156892130398,0.8897370029904642,0.3765167861522717,0.9634796146766132
161,0.11276151131381917,1.0108367339738582,0.1291844583808259,1.0271520901173015
1526,0.27628772148933545,0.5476447513102249,0.29087696334830015,0.4800777148172102
2249,0.3089257427506497,0.6975527884725476,0.2995859394546046,0.7883209874295406
541,0.2606607145457634,0.9708322056883721,0.32157612409933717,0.9681238805141723
2344,0.14111292973832928,1.1781853759875478,0.18157127540325046,1.1491786522387977
2049,0.10606241788205384,0.932947989592067,0.13120368561534443,0.9414515275326549
452,0.23834805082271215,0.9585850917879556,0.2677344346420849,1.0197133710616926
1758,0.16885731665233855,0.4389889712637116,0.17613579770686846,0.49992644289699006
1104,0.19285854841873812,1.5047088758525602,0.1883036284715021,1.5036550853931514
1926,0.1820881177037233,0.8755961875183649,0.19128129816542652,0.906967404413271
1551,0.36504330469102986,0.8786517017532451,0.3334677276009142,0.8233856574836746
344,0.16557035754528554,0.8154738968031452,0.181070774892302,0.7809748909254655
548,0.22985564497633507,0.6625789049600965,0.26221040647811145,0.6979854572001946
1626,0.21066167910944109,1.0781932736502777,0.20823293857845557,1.0600100508861674
2008,0.1908343695832414,1.204605238228555,0.17050197998861247,1.2024616631269844
500,0.13804574856072013,1.1270088429645488,0.14790262992349543,1.1665512716763027
913,0.17029705144522211,1.0309401887614698,0.17981842657583608,1.0330777160803966
965,0.03934795096928509,1.1026156364527593,0.06222334318013186,1.0603218093797815
2297,0.05787966071267859,1.0559287776104607,0.042867900227175806,1.1225241087144227
1461,0.35612898205198484,0.9996061895020669,0.3357576956833441,1.1596446704763932
1169,0.2172678767678451,1.3127178025689648,0.2047351516308547,1.2919287350841695
426,0.14176834947016187,0.8372833200263545,0.12106652797944359,0.8679824515800363
2144,0.106831062192171,1.0007128305764914,0.1239859797809912,1.0212631722405052
526,0.12024608091466553,0.9090361538251586,0.14773011202433559,0.8843871828611467
436,0.27496078427248266,0.8253529907805751,0.2802041825958221,0.8380264418780299
2178,0.20967831907829504,1.3135140208392337,0.2179299842613223,1.3254556538888087
2192,0.062067151570494666,1.4653599887980024,0.07232066157962612,1.4350369051078808
1515,0.09698986734433576,1.379708200767758,0.09330817713365178,1.3739434010608598
1593,0.09182933390812462,1.283146268024514,0.07148310162186426,1.3394123752197602
907,0.18076578561429207,1.3707284210313238,0.20040702434033952,1.2742448573112677
1651,0.13373253099984256,1.0782880399650865,0.12504548897422443,1.1100796201090037
506,0.1940761956943858,0.596755674540938,0.18962813197639278,0.5021077331462679
901,0.12019508085280325,1.2610325161933496,0.087186361678916,1.2261256089670693
797,0.05391485450947197,1.5416333953392842,0.06588136911351271,1.5434049418296623
980,0.3363045247111132,0.7244036341480438,0.35332935368763585,0.6129127878493393
989,0.15932522008319405,1.3558849885562116,0.17286027300444162,1.3877932372436266
2097,0.059080278927863925,1.4499887730546175,0.06905953593149465,1.4524097633267508
1174,0.014187698098838108,1.3002474373194426,0.02673929718962161,1.268467574506448
1848,0.1278359237562268,1.233358575694898,0.1140427160406602,1.2406036281477224
853,0.10543102022578969,1.127745257639122,0.0657877405380031,1.126875753940969
1221,0.29987306998053853,0.4365914083308057,0.3222284162043644,0.2895303633093985
2306,0.25621424472098664,0.8763263092925039,0.21495007628568197,0.8662177452397144
441,0.19999955842099928,1.344435928702176,0.1894626649453211,1.345706714138106
1999,0.193256646453726,1.2766595796590177,0.17185025692665923,1.2704064036679632
1529,0.02912465630925217,0.8540138352467317,0.015479570848386318,0.8495096981838038
2061,0.15554325063146562,1.2240056541040158,0.16492104211378728,1.2180532085339402
382,0.26423916355103105,1.009038807921733,0.24161195559725282,1.0030920868106974
611,0.20566306764621606,1.3614204231897242,0.22314355131420976,1.3597706981795332
2271,0.09871802152276832,1.387416992371671,0.08461684571987893,1.4165082885259
864,0.1667279402474149,1.2758794387717507,0.18506778246197983,1.2626284301178248
761,0.23913714739444902,1.1012050450373065,0.22833007800150984,1.1100137113925523
271,0.005628181982322289,1.075066439446487,0.010643160098479827,1.0537195197773732
2315,0.04721667120822874,1.6396979417654012,0.05420405401351211,1.644554059523378
