id,predict1_0.05005,predict2_0.05005,formation_energy_ev_natom,bandgap_energy_ev
1847,0.1789313944817506,0.9911218838412044,0.16690000000000005,1.8572000000000002
443,0.10739067724745176,0.7856798821494123,0.13470000000000004,1.1450999999999998
1726,0.10621503993764474,1.3476374541398077,0.11149999999999993,2.8399
1084,0.110610651511694,0.7328373572714074,0.11680000000000001,1.0571000000000002
315,0.10968619037426866,1.1582993177704968,0.1278999999999999,2.2912999999999997
2195,0.1567860319775885,0.6292029397933689,0.15759999999999996,0.8566
2007,0.0270452062677016,1.3497048620657173,0.019300000000000095,2.8478
831,0.34129930614335974,0.8988228424797653,0.28770000000000007,1.4985999999999997
218,0.11889776685583178,1.0683983429591901,0.09050000000000002,1.9306999999999999
787,0.04497998401751679,1.3134974371413781,0.042100000000000026,2.7130000000000005
353,0.2655827493708229,0.9933872744375523,0.3264,1.4741
242,0.08618852715634776,0.6810387294607838,0.07580000000000009,0.9439
738,0.32801845121768924,0.9656886786830028,0.38060000000000005,1.3279
1542,0.279663997792049,0.521764875432345,0.37529999999999997,0.008599999999999941
1747,0.21570803758017443,0.9358330183606096,0.262,1.5641000000000003
838,0.10903754232291732,0.8747377508310055,0.0795999999999999,1.4169
1374,0.2127531400856924,1.0923530930426548,0.22950000000000004,1.9212000000000002
612,0.29105604046143563,0.7988629779222449,0.30590000000000006,1.5084999999999997
614,0.13030166667367374,1.1086739617823211,0.11870000000000003,2.1713999999999998
424,0.35907875038619586,0.7366487254920447,0.5239,0.5201
1052,0.28155273433203015,0.4852496163946949,0.3254999999999999,0.5212000000000001
1714,0.3293073281317895,1.0648223913256745,0.42589999999999995,2.457
280,0.23358223344348816,0.9142514207778294,0.21130000000000004,2.2756000000000003
1092,0.18886862708110744,1.302749293654007,0.21199999999999997,2.7143
368,0.10795367041134349,0.8403145080944574,0.11149999999999993,1.4034
482,0.22995936658454816,0.9015381477013512,0.2623,1.4628999999999999
1858,0.17552021825877073,0.9595871957089119,0.18700000000000006,1.4914999999999998
713,0.29215551954963886,0.8842725904213852,0.3175999999999999,1.4332000000000003
1104,0.18319657376855597,1.4908746740340149,0.20720000000000005,3.4981
1806,0.20226889568689452,0.567085488395561,0.1956,1.0088
2150,0.04114388967011986,0.8022387449436765,0.024499999999999966,1.2833
355,0.2783043523224258,1.1996415079774363,0.3507,2.1793999999999993
2186,0.02580953675399412,1.7546241751415064,0.025700000000000056,4.8753
972,0.18280844947892055,0.6066448053680565,0.20189999999999997,0.8162
2252,0.1415203367375036,1.5171775951708766,0.15149999999999997,3.6602999999999994
