id,formation_energy_ev_natom,bandgap_energy_ev,predict1
1,0.068,3.4387,1.754289262
2,0.249,2.921,2.76505677402
3,0.1821,2.7438,3.3263887614
4,0.2172,3.3492,3.74983228743
5,0.0505,1.3793,1.71344523877
6,0.2209,2.1633,3.45162819326
7,0.0562,0.9854,1.54243813455
8,0.2243,1.7179,5.34017530084
9,0.2193,2.6257,3.81015628576
10,0.1994,2.5187,3.06982891262
11,0.0581,3.8723,1.4170916006
12,0.259,2.8805,3.33359493315
13,0.0535,3.9039,1.17602373287
14,0.078,2.5371,1.77839362621
15,0.39,0.9251,5.31651678681
16,0.166,1.5852,5.35256195068
17,0.2544,2.2913,4.80645008385
18,0.0503,1.1844,2.82321661711
19,0.1919,2.567,3.9700525552
20,0.2063,1.5596,4.22258536518
21,0.0918,1.1365,2.25904650241
22,0.0566,3.9691,1.16399628669
23,0.2027,2.9122,4.47177550197
24,0.2753,1.1811,3.97808857262
25,0.0916,4.0371,2.12009604275
26,0.1783,3.3353,2.68714984506
27,0.3518,0.976,6.18577742577
28,0.2237,1.9672,3.47685422003
29,0.1898,1.1496,2.61772162467
30,0.2106,3.3923,3.39328113198
31,0.3269,1.546,4.40631385148
32,0.2721,0.4095,4.34723858535
33,0.2342,2.1264,5.13964109123
34,0.1469,2.4457,4.93329149485
35,0.1259,1.3632,2.60368028283
36,0.1064,1.9758,3.10668060184
37,0.2341,1.9983,5.25401818752
38,0.2993,1.346,4.45305138826
39,0.366,1.3392,5.11276485026
40,0.2545,0.927,3.70369549096
41,0.1647,1.5402,3.67223367095
42,0.1573,3.4388,3.52355968952
43,0.2876,2.27,4.59099535644
44,0.2093,3.9989,3.4693890512
45,0.2108,2.3055,3.89256501198
46,0.0219,2.8387,2.73576454818
47,0.3124,2.0234,3.6699538976
48,0.2123,2.5317,3.69254937768
49,0.2456,0.6786,4.04201774299
50,0.2261,3.4819,3.49298298359
51,0.1608,2.5143,3.21348585188
52,0.1117,2.9429,3.36007417738
53,0.0908,0.9961,1.70985419303
54,0.385,1.2886,5.43447291851
55,0.1185,2.3298,2.72874239087
56,0.0467,3.7759,0.804752420634
57,0.2358,1.7358,4.93851235509
58,0.0728,2.1497,1.97052544355
59,0.0617,3.7029,1.41409757733
60,0.095,3.8226,2.41826361418
61,0.1461,1.8387,2.96986033022
62,0.1985,2.673,3.6319937706
63,0.4402,0.367,4.97080592811
64,0.2328,2.2593,4.58037152886
65,0.0614,2.4345,2.07949197292
66,0.1138,1.6944,3.82879291475
67,0.2699,1.8454,4.80848282576
68,0.2103,1.5678,4.30832923949
69,0.1252,2.7433,3.13423742354
70,0.2712,2.1345,4.30523571372
71,0.2728,2.5418,4.50386317074
72,0.1432,2.9752,2.80881389976
73,0.2677,1.0205,2.86068725586
74,0.0442,4.2309,0.997504536062
75,0.2292,2.3414,4.12661805749
76,0.1649,1.6372,2.10013316572
77,0.2143,3.6242,4.43754792213
78,0.0824,1.1499,2.68826445937
79,0.2527,1.3415,3.07494102418
80,0.1756,1.6822,4.11360257864
81,0.2614,2.0137,4.0551071018
82,0.0215,2.5838,0.453299358487
83,0.28,0.9661,4.23312164843
84,0.1319,1.4285,2.58398896456
85,0.2665,2.34,5.34314966202
86,0.1104,3.4371,1.97271399945
87,0.1801,1.7088,3.56035473943
88,0.0702,3.4502,1.19302531704
89,0.1357,2.3551,2.71510288119
90,0.2867,1.8095,3.76523955166
91,0.2135,2.1964,2.9803878814
92,0.1023,0.9843,2.32242588699
93,0.3764,0.9052,6.26416260004
94,0.2374,3.1829,3.68527534604
95,0.1987,2.5485,3.15004579723
96,0.1261,3.4081,1.77382602543
97,0.0,0.9166,0.935271166265
98,0.0406,2.7322,0.827674943954
99,0.1604,0.7631,4.03453673422
100,0.1064,3.2272,1.83537279069
101,0.0409,0.9133,0.969867825508
102,0.1103,1.9497,1.98055624217
103,0.1022,3.6786,1.98623745143
104,0.2221,3.2429,3.80994862318
105,0.008,3.2351,2.713346228
106,0.0254,3.1446,1.16504295915
107,0.0373,3.5738,1.2334754169
108,0.352,1.6429,5.17442819476
109,0.3011,2.0435,5.02510635555
110,0.2573,2.0056,4.58291006088
111,0.2297,1.8474,3.83091269433
112,0.1093,1.2062,2.62454548478
113,0.0557,2.1744,1.40469113737
114,0.1794,2.508,3.50341130793
115,0.0684,4.5094,1.35467881709
116,0.0784,1.6991,1.96824408323
117,0.402,1.1281,4.39714431763
118,0.1984,2.1189,6.11816385388
119,0.1219,2.0981,4.90802529454
120,0.2107,1.8358,4.96056231856
121,0.439,1.0169,5.89466267824
122,0.2558,2.2377,4.49166400731
123,0.1466,3.475,3.03631128371
124,0.2271,1.437,3.81229485571
125,0.2077,2.3018,3.45120923221
126,0.3481,1.1339,3.70180684328
127,0.075,1.0338,2.27072915435
128,0.2583,1.6865,4.70528465509
129,0.2444,1.9135,6.22085058689
130,0.2431,2.5233,3.95756901801
131,0.2485,2.2335,6.26366174221
132,0.2402,1.6618,4.0696555078
133,0.0969,1.8691,3.56072811782
134,0.4461,0.7928,5.25784903765
135,0.2109,1.9323,3.61313338578
136,0.1231,3.3455,2.4201759696
137,0.0441,3.2971,0.742057688534
138,0.0738,5.2114,1.57702960074
139,0.1206,2.3364,4.13770449162
140,0.4163,2.5592,5.38485813141
141,0.218,2.7698,3.52468076348
142,0.1496,1.3464,3.06420400739
143,0.3581,1.2158,4.54713633657
