id,formation_energy_ev_natom,bandgap_energy_ev
1,0.19751543327056664,1.6306265335424994
2,0.08034308794114575,3.828246269016777
3,0.1463410357597068,3.1976923264492596
4,0.13905258895842754,2.9053385839701393
5,0.18536514304538576,1.5977827457917066
6,0.0666368499548009,4.535455853249498
7,0.06327042127905314,3.293740042747233
8,0.1374723452320299,2.0618507250285596
9,0.09272874954569299,2.757108995450297
10,0.22466200783983648,2.8065347595212855
11,0.18665408240949577,1.9257143200885212
12,0.11689339550932454,2.695961057284759
13,0.2740997827134779,0.982247478172507
14,0.17343437306497678,1.9567511059604539
15,0.09942664761485731,0.9970027606673331
16,0.23976712989211113,3.4867546223543098
17,0.17910352512281924,1.7109882220819408
18,0.21004002104139707,2.315575755127584
19,0.33403564044993295,0.9846474448652078
20,0.2569813752807151,1.4586367158359992
21,0.09197301583053652,1.630216819128782
22,0.16746553407937292,2.8757552802310813
23,0.21793099407815886,1.6937208129460868
24,0.17976363919884042,3.0999072332594126
25,0.11239702385601325,2.687261223406997
26,0.13608908188808533,0.9556360946225779
27,0.21788937951447074,1.3216371450084754
28,0.20530196072076534,2.1298699745754583
29,0.117232934786347,1.1283945013919583
30,0.24781119828903853,2.0117320115792587
31,0.24363191048343613,1.0379994497899379
32,0.23444812617639288,1.8936132258923806
33,0.13685844833320515,1.3609498622811746
34,0.24626318389186808,1.7503980406117563
35,0.075249345535084,0.9296504658732321
36,0.0992653352668822,0.846077615878962
37,0.16334663813256856,3.558162342882106
38,0.11560893288738705,1.512030496628887
39,0.24465150967326932,2.0187757175087078
40,0.10287232581631511,3.474316660488806
41,0.058067992468716634,4.04078580721554
42,0.15817106454060736,3.201652006292483
43,0.04909169741432584,3.9402863307233185
44,0.20039838661897935,1.409981292935477
45,0.23613444601999456,0.56403317780981
46,0.028163520334353542,3.790275818977358
47,0.24366934352348912,1.8115021928158868
48,0.23529812658048477,1.9147399328315458
49,0.2055961320439803,3.41789039374886
50,0.10623038950638586,1.1324017505807045
51,0.22769128258055327,1.98449227183657
52,0.105337188151436,1.4979660245748745
53,0.2784927545237357,1.6545999353074925
54,0.17999226738730956,2.7400859956073664
55,0.1720109063641717,2.462005838446294
56,0.30619747117518803,0.4784745357973428
57,0.20821542334533327,2.315909553443694
58,0.20644720206225298,2.57135679167531
59,0.1969972396190356,0.9310865547735947
60,0.1722603070070643,2.657960596259369
61,0.3040317891078361,0.34448051903892885
62,0.23341713460585756,1.6082240483391006
63,0.25781053123210196,1.9310812110638054
64,0.19255120792967806,3.221842714573815
65,0.2714273539799972,1.0578806099579472
66,0.08494581405966772,2.7311068512548284
67,0.06497327813600795,3.2435885562230125
68,0.21355840977999985,2.2001992606334384
69,0.19843602469793375,3.3951197378809157
70,0.22842732989704606,1.7158481690711378
71,0.09514257977326812,2.7147832539247134
72,0.10135813244740266,2.9951433813921473
73,0.061706556669214985,1.9657076646388632
74,0.09397691480130366,2.030704146843395
75,0.24601026002270343,1.557668587775789
76,0.24414278767640485,2.821316063476327
77,0.3185651875285973,0.9765148656590752
78,0.28117619370732694,2.3425635746739504
79,0.17038068984875454,2.394000726631602
80,0.21993242741991104,1.2158539584792711
81,0.10318997567648047,3.445883155177925
82,0.04738742434034582,3.5152481490791363
83,0.16143984326264493,1.0164089061432273
84,0.10255204523386707,0.9612935773603755
85,0.10513655383689025,3.4459136794271483
86,0.20929553543094737,3.0061834280084243
87,0.0657556253772642,3.1368198634105067
88,0.0717548224368405,2.621021215198781
89,0.11243968815744276,4.28708569168561
90,0.2683126389283581,1.524730332805488
91,0.08658204170832562,4.401923061750315
92,0.18635455212930463,0.6728717545095482
93,0.21981030995269712,2.2503508235382346
94,0.05997905224692346,2.2097083815148895
95,0.06484947391964724,3.342616949103018
96,0.2261459396321468,1.0870253958451865
97,0.2501196053496737,2.178832840483127
98,0.10455800356288836,1.2800703425590054
99,0.06483586630421723,1.703051793262218
100,0.3005689465864825,0.9964209987381125
101,0.15402227900680976,1.5469606191066765
102,0.03005779467225622,3.804113050918584
103,0.24832525775808212,2.1283509117212116
104,0.29541403751600015,1.370415339151664
105,0.1717031631238639,1.8148665114268638
106,0.12129539180656179,4.24357490145584
107,0.09894880442970733,3.970414617931379
108,0.2302598048068456,2.5173471002314196
109,0.18843182690143268,2.2791723602709455
110,0.0886575459332013,0.8302564344572176
111,0.2885370154589284,0.8338730164769743
112,0.07434587287241912,3.0195210534289014
113,0.2371179060051103,2.298223847861382
114,0.2981178447271482,3.150321050140499
115,0.30864324768859874,2.2049511152044747
116,0.24195078383528945,2.611118882936657
117,0.22163948751347196,2.0076322913407205
118,0.2512802284501532,1.9937584905951318
119,0.22300808515493586,2.283388804484416
120,0.11142934814571315,2.191901430909881
121,0.2727503769907589,2.4395377915455647
122,0.16417292792531324,1.6068091591484275
123,0.07708081784208187,0.9340882633316545
124,0.23960996701355386,0.2690289073475527
