id,formation_energy_ev_natom,bandgap_energy_ev,predict1
1,0.068,3.4387,29.9560168982
2,0.249,2.921,26.5116302967
3,0.1821,2.7438,27.0435433388
4,0.2172,3.3492,30.4989910126
5,0.0505,1.3793,16.1605356336
6,0.2209,2.1633,25.0525822639
7,0.0562,0.9854,13.5474719405
8,0.2243,1.7179,20.8349981308
9,0.2193,2.6257,24.6302660704
10,0.1994,2.5187,25.5381457806
11,0.0581,3.8723,32.2884083986
12,0.259,2.8805,25.9458217621
13,0.0535,3.9039,31.7034925222
14,0.078,2.5371,25.4570835829
15,0.39,0.9251,14.3029572964
16,0.166,1.5852,21.1088373661
17,0.2544,2.2913,28.0233938694
18,0.0503,1.1844,14.55710572
19,0.1919,2.567,25.2514877319
20,0.2063,1.5596,15.9725110531
21,0.0918,1.1365,15.0742204189
22,0.0566,3.9691,32.0937389135
23,0.2027,2.9122,28.5745491982
24,0.2753,1.1811,16.2002670169
25,0.0916,4.0371,32.1598426104
26,0.1783,3.3353,30.7723013163
27,0.3518,0.976,12.9002937078
28,0.2237,1.9672,25.9040956497
29,0.1898,1.1496,15.9498879313
30,0.2106,3.3923,30.578324914
31,0.3269,1.546,16.1510192752
32,0.2721,0.4095,8.54859906435
33,0.2342,2.1264,24.4270966053
34,0.1469,2.4457,24.2466173172
35,0.1259,1.3632,17.1383321881
36,0.1064,1.9758,21.9410743713
37,0.2341,1.9983,22.1159675121
38,0.2993,1.346,15.8822892308
39,0.366,1.3392,14.858579278
40,0.2545,0.927,13.512850821
41,0.1647,1.5402,18.8205347657
42,0.1573,3.4388,29.323693037
43,0.2876,2.27,24.1035037041
44,0.2093,3.9989,31.0631188154
45,0.2108,2.3055,23.5450680256
46,0.0219,2.8387,27.076305747
47,0.3124,2.0234,24.5641518831
48,0.2123,2.5317,25.2948830128
49,0.2456,0.6786,13.0283751488
50,0.2261,3.4819,28.2029266357
51,0.1608,2.5143,25.9059892893
52,0.1117,2.9429,26.673801899
53,0.0908,0.9961,13.3580394983
54,0.385,1.2886,14.0141696334
55,0.1185,2.3298,22.5069606304
56,0.0467,3.7759,31.1932547092
57,0.2358,1.7358,20.1487259865
58,0.0728,2.1497,22.8541074991
59,0.0617,3.7029,31.132134676
60,0.095,3.8226,32.1883058548
61,0.1461,1.8387,20.8859798908
62,0.1985,2.673,26.7247458696
63,0.4402,0.367,9.79846376181
64,0.2328,2.2593,22.0456842184
65,0.0614,2.4345,25.486081481
66,0.1138,1.6944,19.8526966572
67,0.2699,1.8454,19.870524168
68,0.2103,1.5678,18.7151166797
69,0.1252,2.7433,25.5780302286
70,0.2712,2.1345,23.4880242348
71,0.2728,2.5418,21.235969305
72,0.1432,2.9752,27.7365803719
73,0.2677,1.0205,13.9755343199
74,0.0442,4.2309,32.5319148302
75,0.2292,2.3414,24.2535561323
76,0.1649,1.6372,19.9885448813
77,0.2143,3.6242,29.6257127523
78,0.0824,1.1499,14.2855550647
79,0.2527,1.3415,21.4164940119
80,0.1756,1.6822,20.4544520378
81,0.2614,2.0137,22.2486903667
82,0.0215,2.5838,26.3196114302
83,0.28,0.9661,14.479034543
84,0.1319,1.4285,16.9112699032
85,0.2665,2.34,25.4336760044
86,0.1104,3.4371,29.6043154001
87,0.1801,1.7088,21.8265304565
88,0.0702,3.4502,29.8581858873
89,0.1357,2.3551,24.1079969406
90,0.2867,1.8095,18.3420766592
91,0.2135,2.1964,23.6135087013
92,0.1023,0.9843,14.8921893239
93,0.3764,0.9052,16.746068418
94,0.2374,3.1829,28.1421681643
95,0.1987,2.5485,25.9003540277
96,0.1261,3.4081,29.7368789911
97,0.0,0.9166,12.0808957815
98,0.0406,2.7322,25.8390460014
99,0.1604,0.7631,10.9631518126
100,0.1064,3.2272,29.1705667973
101,0.0409,0.9133,12.6095146537
102,0.1103,1.9497,22.2568372488
103,0.1022,3.6786,31.2890217304
104,0.2221,3.2429,28.0110425949
105,0.008,3.2351,28.3397067785
106,0.0254,3.1446,27.4082750082
107,0.0373,3.5738,30.5941618681
108,0.352,1.6429,18.9384910464
109,0.3011,2.0435,23.1305063963
110,0.2573,2.0056,21.0161217451
111,0.2297,1.8474,22.1367889643
112,0.1093,1.2062,15.0739876628
113,0.0557,2.1744,20.1886298656
114,0.1794,2.508,24.609218955
115,0.0684,4.5094,34.5120388269
116,0.0784,1.6991,19.2454964519
117,0.402,1.1281,15.2445946932
118,0.1984,2.1189,16.7702031136
119,0.1219,2.0981,21.9412174225
120,0.2107,1.8358,21.1216108799
121,0.439,1.0169,16.2649490833
122,0.2558,2.2377,24.1185091734
123,0.1466,3.475,30.0180338621
124,0.2271,1.437,18.477025032
125,0.2077,2.3018,22.9535101652
126,0.3481,1.1339,13.7429265976
127,0.075,1.0338,14.5052313209
128,0.2583,1.6865,19.4631202817
129,0.2444,1.9135,22.3072625399
130,0.2431,2.5233,25.3827127218
131,0.2485,2.2335,24.1840673685
132,0.2402,1.6618,20.7555038929
133,0.0969,1.8691,22.717748642
134,0.4461,0.7928,12.9326806664
135,0.2109,1.9323,22.1409049034
136,0.1231,3.3455,29.3410090208
137,0.0441,3.2971,28.4364391565
138,0.0738,5.2114,34.9512255192
139,0.1206,2.3364,22.8140898943
140,0.4163,2.5592,23.2408902645
141,0.218,2.7698,25.3769960403
142,0.1496,1.3464,16.2180209756
143,0.3581,1.2158,15.9963511229
144,0.2891,1.2056,16.6407399178
145,0.255,1.2841,16.7262706757
146,0.0747,1.0168,13.5418984294
147,0.1068,3.5451,29.7747209072
148,0.1904,2.6278,26.8536077738
149,0.0993,2.9037,26.7011470795
150,0.0977,1.0297,14.4405480027
151,0.3689,1.5878,21.8609466553
152,0.1381,2.5144,26.1265101433
153,0.3341,0.9384,14.9335349202
154,0.0995,4.3239,32.7393409014
155,0.2066,3.0472,29.093763113
156,0.0092,1.4593,16.2382365465
157,0.2358,2.0491,21.6416562796
158,0.2349,1.4018,17.4364011884
159,0.3134,1.0404,15.0657389164
160,0.0515,4.2897,33.1547019482
161,0.1379,1.7931,20.3042895794
162,0.115,1.0134,14.4264961481
163,0.1194,2.6134,25.1942827702
164,0.0123,2.3529,25.1172661781
165,0.15,2.001,21.8562908173
166,0.1061,1.246,16.3447207212
167,0.3069,1.1435,18.1435750127
168,0.391,1.6526,19.3884084225
169,0.1382,2.8254,26.3739663363
170,0.0606,3.7804,31.068467617
171,0.4439,1.6062,22.6580622196
172,0.2213,1.9578,25.2486653328
173,0.4095,0.461,8.2236007452
174,0.3317,1.4338,15.0737111568
175,0.0982,0.9743,14.3717746139
176,0.0428,4.2811,32.9214780331
177,0.2187,3.2662,29.7886636257
178,0.1282,1.262,16.5406633019
179,0.3492,1.2786,17.1160260439
180,0.2757,1.8436,21.1707799435
181,0.4952,0.4109,14.1788156033
182,0.1261,1.9456,21.3396528959
183,0.1332,2.5344,25.6641490459
184,0.0254,2.4253,24.8775100708
185,0.3432,1.2053,15.856990397
186,0.1025,1.0775,14.6462637186
187,0.0744,2.5823,26.3142586946
188,0.2135,2.2313,22.7567455769
189,0.271,1.0964,15.2921770811
190,0.3761,1.2417,15.9858484864
191,0.0352,3.1663,28.2970180511
192,0.1279,1.5455,14.8928968906
193,0.2351,1.0193,17.7601451278
194,0.0856,3.2617,29.4594545364
195,0.4327,0.6236,15.7101432085
196,0.3506,1.5498,19.0571049452
197,0.2227,1.9743,21.4284595251
198,0.2126,2.5513,26.1757898331
199,0.2042,2.6141,23.826970458
200,0.0598,0.9677,13.7531740665
201,0.1985,2.6453,25.3957509995
