id,formation_energy_ev_natom,bandgap_energy_ev,predict1
1,0.068,3.4387,1.80187375844
2,0.249,2.921,3.507091254
3,0.1821,2.7438,3.09946486354
4,0.2172,3.3492,3.97191399336
5,0.0505,1.3793,2.4556055218
6,0.2209,2.1633,2.93568710983
7,0.0562,0.9854,2.0379562825
8,0.2243,1.7179,6.13762253523
9,0.2193,2.6257,3.94917953014
10,0.1994,2.5187,3.37760433555
11,0.0581,3.8723,1.51092804968
12,0.259,2.8805,3.18020316958
13,0.0535,3.9039,1.26651126146
14,0.078,2.5371,1.66856823117
15,0.39,0.9251,4.90310926735
16,0.166,1.5852,4.75027950108
17,0.2544,2.2913,4.02843603492
18,0.0503,1.1844,2.57930953056
19,0.1919,2.567,3.46092437208
20,0.2063,1.5596,3.95922076702
21,0.0918,1.1365,2.04329033941
22,0.0566,3.9691,1.06794932485
23,0.2027,2.9122,4.18783967197
24,0.2753,1.1811,3.86396449804
25,0.0916,4.0371,1.83652697504
26,0.1783,3.3353,2.79568016529
27,0.3518,0.976,5.86161059141
28,0.2237,1.9672,3.30418160558
29,0.1898,1.1496,2.85907559097
30,0.2106,3.3923,3.25940917432
31,0.3269,1.546,4.85904027522
32,0.2721,0.4095,5.31275558472
33,0.2342,2.1264,5.07328337431
34,0.1469,2.4457,4.1112614423
35,0.1259,1.3632,1.91840986907
36,0.1064,1.9758,3.4400255233
37,0.2341,1.9983,5.40282723308
38,0.2993,1.346,3.9517788887
39,0.366,1.3392,4.94817075133
40,0.2545,0.927,3.35291478038
41,0.1647,1.5402,4.06097714603
42,0.1573,3.4388,3.46915331483
43,0.2876,2.27,4.59019848704
44,0.2093,3.9989,3.48392014205
45,0.2108,2.3055,3.6545791924
46,0.0219,2.8387,2.49347241223
47,0.3124,2.0234,4.07623565197
48,0.2123,2.5317,3.95581492782
49,0.2456,0.6786,4.77013170719
50,0.2261,3.4819,3.73814988136
51,0.1608,2.5143,3.64170137048
52,0.1117,2.9429,2.83394092321
53,0.0908,0.9961,1.61155282706
54,0.385,1.2886,5.30060485005
55,0.1185,2.3298,3.50155626237
56,0.0467,3.7759,1.00199010968
57,0.2358,1.7358,5.44563823938
58,0.0728,2.1497,2.2496586889
59,0.0617,3.7029,0.999304100871
60,0.095,3.8226,1.93640162051
61,0.1461,1.8387,2.89933247864
62,0.1985,2.673,3.84482774138
63,0.4402,0.367,5.53081715107
64,0.2328,2.2593,5.02750869095
65,0.0614,2.4345,1.93037910759
66,0.1138,1.6944,3.03576041758
67,0.2699,1.8454,4.58935822546
68,0.2103,1.5678,4.03059646487
69,0.1252,2.7433,2.73511980474
70,0.2712,2.1345,4.51988457143
71,0.2728,2.5418,4.48364639282
72,0.1432,2.9752,2.66444082558
73,0.2677,1.0205,3.01512221992
74,0.0442,4.2309,0.982751339674
75,0.2292,2.3414,3.98434069753
76,0.1649,1.6372,2.53677658737
77,0.2143,3.6242,4.14773054421
78,0.0824,1.1499,2.45669063926
79,0.2527,1.3415,2.59079926461
80,0.1756,1.6822,4.04007655382
81,0.2614,2.0137,4.26093231142
82,0.0215,2.5838,0.678097426891
83,0.28,0.9661,3.40483038127
84,0.1319,1.4285,2.02966719121
85,0.2665,2.34,5.26746580005
86,0.1104,3.4371,1.91611680388
87,0.1801,1.7088,4.20539818704
88,0.0702,3.4502,1.2905379869
89,0.1357,2.3551,3.40189433098
90,0.2867,1.8095,3.96243949234
91,0.2135,2.1964,3.47823539376
92,0.1023,0.9843,2.53710113466
93,0.3764,0.9052,5.88794112206
94,0.2374,3.1829,3.04792478681
95,0.1987,2.5485,3.63393469155
96,0.1261,3.4081,2.13195239007
97,0.0,0.9166,1.30536017567
98,0.0406,2.7322,0.695573588833
99,0.1604,0.7631,3.63418835402
100,0.1064,3.2272,2.21003188938
101,0.0409,0.9133,1.22702467442
102,0.1103,1.9497,1.65246202052
103,0.1022,3.6786,1.55492500216
104,0.2221,3.2429,4.07290749252
105,0.008,3.2351,2.67643477023
106,0.0254,3.1446,1.50600435585
107,0.0373,3.5738,1.11959959567
108,0.352,1.6429,4.98810729384
109,0.3011,2.0435,4.7526473999
110,0.2573,2.0056,4.78620268404
111,0.2297,1.8474,4.03510548174
112,0.1093,1.2062,3.0427069068
113,0.0557,2.1744,0.938447613269
114,0.1794,2.508,4.11341825128
115,0.0684,4.5094,1.85143773258
116,0.0784,1.6991,1.88481834531
117,0.402,1.1281,5.29074570537
118,0.1984,2.1189,5.70921421051
119,0.1219,2.0981,4.25243793428
120,0.2107,1.8358,5.03695994616
121,0.439,1.0169,5.72286620736
122,0.2558,2.2377,4.48637203872
123,0.1466,3.475,3.50744606555
124,0.2271,1.437,3.79472672939
125,0.2077,2.3018,3.73419044912
126,0.3481,1.1339,4.26967534423
127,0.075,1.0338,1.87315045297
128,0.2583,1.6865,4.18885856867
129,0.2444,1.9135,5.83141389489
130,0.2431,2.5233,4.01086166501
131,0.2485,2.2335,4.00605483353
132,0.2402,1.6618,4.28646814823
133,0.0969,1.8691,2.75082567334
134,0.4461,0.7928,5.20628446341
135,0.2109,1.9323,3.80050981045
136,0.1231,3.3455,2.13436287642
137,0.0441,3.2971,0.494046539068
138,0.0738,5.2114,1.5475133881
139,0.1206,2.3364,3.90125848353
140,0.4163,2.5592,5.90600940585
141,0.218,2.7698,4.69117802382
142,0.1496,1.3464,3.42956610024
143,0.3581,1.2158,5.67796927691
144,0.2891,1.2056,4.32175415754
145,0.255,1.2841,3.36399382353
146,0.0747,1.0168,2.0315823555
147,0.1068,3.5451,1.71011849493
148,0.1904,2.6278,3.47705101967
149,0.0993,2.9037,1.81771472096
150,0.0977,1.0297,1.83333146572
151,0.3689,1.5878,5.68271884322
152,0.1381,2.5144,2.57521699369
153,0.3341,0.9384,5.93541303277
154,0.0995,4.3239,1.96625781059
155,0.2066,3.0472,4.04871894419
156,0.0092,1.4593,2.24986992776
157,0.2358,2.0491,4.09703716636
158,0.2349,1.4018,4.60810829699
159,0.3134,1.0404,5.38040021062
160,0.0515,4.2897,0.941488742828
161,0.1379,1.7931,2.73870906234
162,0.115,1.0134,2.56836514175
163,0.1194,2.6134,1.96631489694
164,0.0123,2.3529,1.61852943152
165,0.15,2.001,3.82221062481
166,0.1061,1.246,2.81870754063
167,0.3069,1.1435,3.1505805552
168,0.391,1.6526,6.53922525048
169,0.1382,2.8254,2.08743401617
170,0.0606,3.7804,1.06275291741
171,0.4439,1.6062,4.80244331062
172,0.2213,1.9578,3.66473978758
173,0.4095,0.461,6.40274465084
174,0.3317,1.4338,6.20978417993
175,0.0982,0.9743,2.52212397754
176,0.0428,4.2811,1.19465894252
177,0.2187,3.2662,3.65239709616
178,0.1282,1.262,2.48843936622
179,0.3492,1.2786,4.92909952998
180,0.2757,1.8436,4.47780406475
181,0.4952,0.4109,6.49024611712
182,0.1261,1.9456,3.73431874812
183,0.1332,2.5344,2.81845751405
184,0.0254,2.4253,0.924994036555
185,0.3432,1.2053,6.24991670251
186,0.1025,1.0775,2.18485447019
187,0.0744,2.5823,1.49320300668
188,0.2135,2.2313,3.59820091724
189,0.271,1.0964,4.72228679061
190,0.3761,1.2417,5.73093777895
191,0.0352,3.1663,2.78266890347
192,0.1279,1.5455,3.59222409129
193,0.2351,1.0193,4.70397821069
194,0.0856,3.2617,2.09901075065
195,0.4327,0.6236,6.44545331597
196,0.3506,1.5498,4.75894984603
197,0.2227,1.9743,4.23120121658
198,0.2126,2.5513,3.52180504799
199,0.2042,2.6141,3.32068999112
200,0.0598,0.9677,1.88826880604
201,0.1985,2.6453,2.96870025992
202,0.1848,1.0341,2.35950739682
203,0.0416,0.91,1.2651287578
204,0.2808,0.7935,2.918081671
205,0.1848,2.1374,4.13208456337
206,0.1283,1.3027,2.56021803617
207,0.0772,3.382,1.17032878846
208,0.1883,2.0563,3.97617974877
209,0.178,1.4562,3.73236729205
210,0.2289,1.8646,3.99575729668
211,0.3169,1.9064,4.72631143034
212,0.1768,2.0724,4.31533040106
213,0.01,1.3425,2.26202986389
214,0.2933,1.2221,5.17361453176
215,0.2311,3.1668,3.24150712788
216,0.1818,2.3949,3.27770811319
217,0.1295,3.6619,2.81548535824
218,0.0905,1.9307,2.15657614172
219,0.163,2.8518,2.11305563152
220,0.2107,1.8048,4.03183193505
221,0.117,1.202,2.42062756419
222,0.3226,1.52,5.38714370131
223,0.2402,1.6976,4.27640084922
224,0.1892,3.7532,3.13395696878
225,0.234,1.4131,3.71220088005
226,0.1367,1.5381,1.96109960973
227,0.1225,4.0806,2.25431953371
228,0.2054,1.8941,3.90958276391
229,0.1062,1.6909,2.14355198294
230,0.1479,1.8403,3.79764993489
231,0.3452,1.4549,5.16287922859
232,0.2558,0.8536,4.28142029047
233,0.1098,3.1215,1.79298562557
234,0.1778,2.9986,3.2474604398
235,0.2922,0.8037,4.77432996035
236,0.2281,2.0619,4.40568329394
237,0.2364,1.9447,4.44251979887
238,0.1849,2.7164,3.47998103499
239,0.2903,3.4438,4.59803165495
240,0.2205,2.1159,3.71226677299
241,0.1818,1.1437,4.89392071962
242,0.0758,0.9439,2.24872338772
243,0.1511,2.783,4.78094598651
244,0.0723,3.0501,1.42390537262
245,0.3427,0.7994,5.58070504665
246,0.1571,1.7474,3.9410084784
247,0.2971,1.9414,5.08021554351
248,0.0647,3.2502,1.69795312732
249,0.2394,1.9292,4.49724569917
250,0.1396,1.3633,2.67266654968
251,0.068,3.6662,1.37344437838
252,0.294,0.2934,4.43220756948
253,0.223,1.8181,4.41146619618
254,0.057,3.3501,0.60461589694
255,0.2812,1.4181,3.52456903458
256,0.1383,1.5896,3.91535799205
257,0.103,1.0845,1.97890754044
258,0.2645,1.6502,3.90198640525
259,0.1057,3.2978,2.06690526754
260,0.0413,2.6021,0.562913030386
261,0.0826,2.0494,3.38787467778
262,0.2119,1.4733,3.62970346212
263,0.1016,2.9164,1.72892338037
264,0.2641,2.2569,5.5948163569
265,0.1147,3.4166,2.40399600565
266,0.3349,2.0738,5.89373633265
267,0.2039,1.6095,4.07148729265
268,0.1086,3.3472,2.0233796984
269,0.1783,2.044,4.1331603229
270,0.0402,2.9343,0.461534537375
271,0.0107,1.8683,1.18020400405
272,0.2316,1.882,4.01344493032
273,0.1483,1.861,3.48016315699
274,0.3874,1.9715,4.96326579154
275,0.2254,1.4426,4.19869270921
276,0.202,1.1492,3.44554665685
277,0.0215,2.1204,1.49025087804
278,0.2115,1.0487,3.53057734668
279,0.2041,3.0532,3.34452033043
280,0.2113,2.2756,5.0000359416
281,0.2506,3.0935,3.08069995046
282,0.0713,3.3074,1.64346987009
283,0.2248,2.3551,3.65061052144
284,0.0622,3.5551,0.965293571353
285,0.2293,1.5436,4.43684540689
286,0.36,0.5288,4.71743836999
287,0.1935,2.559,2.77876545489
288,0.3777,1.4436,6.22266724706
289,0.1594,1.319,3.66765578091
290,0.2186,2.9631,2.93751744926
291,0.3288,0.8297,3.29386679828
292,0.1277,1.278,2.31914470345
293,0.3746,0.7126,2.8277798295
294,0.0443,4.6795,1.19469845295
295,0.1973,2.426,3.78764510155
296,0.2932,0.0001,4.49189355969
297,0.1349,1.3917,2.64111958444
298,0.3269,1.3776,7.15848225355
299,0.289,1.4616,5.52009263635
300,0.0398,0.9203,1.32605615258
301,0.3942,1.7944,4.51926745474
302,0.1003,3.4323,1.9461004138
303,0.021,1.4941,1.99120508134
304,0.2783,0.6045,4.60745504498
305,0.072,3.2455,3.13690893352
306,0.1115,1.0036,1.25094216689
307,0.316,0.6817,4.65199309587
308,0.5069,1.9411,1.55101154
309,0.2042,1.3375,3.10371157527
310,0.2006,2.5656,3.63825756311
311,0.0426,0.8872,1.44583843648
312,0.0549,1.6532,2.29121481627
313,0.2264,2.711,3.78060479462
314,0.1045,3.4993,1.65793915093
315,0.1279,2.2913,3.19530621171
316,0.3291,1.56,5.84284210205
317,0.0486,3.2901,0.642399020493
318,0.071,0.9724,2.07849010825
319,0.1373,1.3418,2.64520443976
320,0.2506,1.1888,5.06125468016
321,0.2395,1.8922,3.78424263
322,0.1596,2.3399,3.38717667758
323,0.1448,3.0674,2.96253541112
324,0.0868,3.0468,1.865549393
325,0.1337,2.2578,2.56739117205
326,0.1078,3.7828,2.28444905579
327,0.0883,2.594,4.92454658449
328,0.1214,1.714,3.10630355775
329,0.2021,1.8546,3.74181830883
330,0.1505,1.5436,3.06195862591
331,0.0602,2.5705,1.87900994718
332,0.1129,1.1655,2.23649303615
333,0.2406,1.378,2.51308003068
334,0.2408,0.8991,2.89472879469
335,0.1952,0.6863,2.95718795061
336,0.2026,2.6535,2.34555320442
337,0.4023,1.2391,4.83553682268
338,0.2949,1.0686,4.80209542811
339,0.2449,1.8368,4.51588405669
340,0.3573,1.5972,5.10263426602
341,0.1317,1.2352,2.50955598801
342,0.061,3.5058,0.965659230947
343,0.0229,3.5488,0.856454070657
344,0.1985,1.1836,2.98055808246
345,0.2313,2.223,4.35868442059
346,0.1464,2.0916,3.61327619851
347,0.195,1.507,3.95147238672
348,0.1845,1.8698,3.05859409273
349,0.2201,1.5309,4.28046317399
350,0.1676,1.5656,4.19440813363
351,0.1072,3.2643,1.94550584257
352,0.1805,1.1882,3.80794495344
353,0.3264,1.4741,5.35342982411
354,0.1093,3.3219,1.99770946801
355,0.3507,2.1794,4.73349584639
356,0.0471,1.3925,2.37740717083
